order_id,customer_id,product_id,quantity,order_amount,discount,order_date
17005,326,7,2,28158.31,1.3,2023-02-12
17006,50,6,5,9777.89,23.18,2024-01-29
17007,79,7,2,73210.58,14.5,2022-12-19
17008,400,7,2,73175.23,26.29,2024-06-06
17009,22,6,5,53920.99,6.42,2022-03-25
17010,224,7,2,47498.12,23.45,2022-12-18
17011,2,7,2,73058.6,8.44,2023-04-20
17012,248,4,5,54745.33,2.1,2025-06-02
17013,229,7,2,66659.62,3.78,2025-02-05
17014,164,4,5,52097.72,14.73,2022-02-28
17015,298,1,2,20479.8,0.0,2023-11-19
17016,210,7,2,77341.02,4.54,2021-11-09
17017,70,4,5,57020.23,7.53,2024-08-07
17018,222,7,2,92844.56,8.01,2021-06-06
17019,103,4,5,18278.11,8.71,2024-09-10
17020,187,4,5,56524.29,25.47,2021-02-26
17021,39,4,5,21401.17,0.17,2021-04-26
17022,233,7,2,62916.22,24.72,2023-08-14
17023,96,3,1,25043.37,12.85,2024-02-18
17024,41,7,2,8036.78,7.52,2023-04-23
17025,371,2,1,33933.32,14.75,2023-04-21
17026,200,4,5,43233.36,13.65,2021-04-11
17027,272,4,5,14969.02,22.48,2025-06-21
17028,232,1,2,36584.6,9.24,2024-01-20
17029,48,7,2,22295.89,3.4,2023-07-17
17030,49,2,1,39065.8,5.6,2023-05-09
17031,219,5,5,35498.6,20.72,2023-01-11
17032,344,9,2,4538.64,26.01,2021-07-26
17033,321,1,2,95096.48,24.74,2025-02-27
17034,162,4,5,20624.96,4.63,2024-01-05
17035,205,5,5,20397.99,2.25,2021-09-08
17036,377,7,2,33828.97,1.71,2023-12-11
17037,225,2,1,83212.63,2.6,2021-07-25
17038,217,9,2,18903.19,9.86,2025-08-06
17039,131,2,1,14549.04,24.69,2024-06-11
17040,431,9,2,71711.36,1.63,2022-04-05
17041,277,9,2,68673.83,8.58,2022-10-06
17042,147,1,2,75879.47,28.91,2022-08-04
17043,313,6,5,13025.23,17.21,2025-02-20
17044,210,4,5,47885.6,25.88,2023-11-18
17045,375,9,2,30746.06,0.69,2022-09-05
17046,409,7,2,87561.43,13.07,2025-05-18
17047,298,7,2,54741.77,7.29,2024-10-29
17048,398,8,1,32368.41,6.0,2025-12-29
17049,38,6,5,55120.04,25.86,2024-12-01
17050,38,6,5,52541.69,17.72,2025-09-08
17051,242,2,1,23749.18,0.9,2024-01-29
17052,332,7,2,38113.83,11.19,2022-01-29
17053,173,7,2,15322.39,22.86,2021-06-30
17054,214,7,2,56302.2,2.63,2022-08-01
17055,70,1,2,23011.19,27.36,2023-01-08
17056,126,7,2,22980.16,3.31,2025-10-16
17057,91,1,2,32528.73,22.41,2021-12-13
17058,222,4,5,26120.41,6.24,2021-03-10
17059,116,4,5,75378.55,0.0,2024-06-03
17060,419,7,2,72460.81,29.58,2024-12-07
17061,11,7,2,59951.33,7.49,2021-11-12
17062,158,8,1,44593.46,6.9,2021-03-26
17063,276,2,1,79055.34,0.0,2022-09-24
17064,283,7,2,43945.8,13.72,2022-07-25
17065,397,2,1,56610.48,26.13,2022-10-26
17066,246,5,5,85688.38,16.92,2022-07-04
17067,252,2,1,6341.78,27.62,2023-08-31
17068,328,6,5,66192.72,17.76,2024-11-15
17069,239,8,1,46930.46,10.02,2025-04-10
17070,259,2,1,92369.5,12.47,2022-08-27
17071,90,7,2,80056.37,13.3,2021-05-18
17072,69,7,2,68233.57,15.67,2023-03-07
17073,420,7,2,63543.07,0.81,2022-04-03
17074,421,4,5,78981.87,11.63,2021-02-27
17075,324,2,1,99341.1,29.84,2025-07-07
17076,227,4,5,,12.88,2023-09-05
17077,52,5,5,64853.43,20.37,2023-02-13
17078,435,1,2,68130.71,29.21,2023-12-01
17079,21,1,2,,29.16,2022-03-28
17080,382,5,5,41745.87,8.12,2021-01-19
17081,333,2,1,43567.77,25.52,2021-03-02
17082,267,4,5,74681.88,0.0,2022-11-14
17083,336,7,2,88795.11,27.99,2023-08-11
17084,124,2,1,49312.1,13.9,2022-07-24
17085,257,2,1,11577.14,27.23,2023-12-18
17086,401,4,5,52728.67,13.78,2025-01-02
17087,217,7,2,49664.72,8.99,2021-10-27
17088,225,5,5,17522.1,23.86,2025-08-12
17089,286,4,5,81385.57,0.0,2023-09-29
17090,281,1,2,28058.96,16.65,2022-06-29
17091,349,9,2,45189.44,11.92,2024-06-12
17092,283,6,5,39034.98,20.96,2021-07-22
17093,277,4,5,9767.69,0.0,2023-06-24
17094,416,7,2,32193.13,5.97,2024-01-18
17095,131,8,1,13878.15,24.39,2025-12-30
17096,44,6,5,49891.42,19.45,2025-05-04
17097,369,2,1,88551.86,9.3,2021-07-31
17098,152,1,2,27602.11,24.6,2022-09-10
17099,7,4,5,47679.62,9.82,2024-04-04
17100,372,4,5,39301.37,6.92,2021-08-22
17101,288,8,1,96573.23,24.27,2023-02-08
17102,286,4,5,86675.72,1.98,2024-12-11
17103,49,6,5,48529.97,3.79,2023-10-18
17104,342,2,1,65059.74,25.82,2025-11-11
17105,4,3,1,67806.18,15.46,2023-07-31
17106,396,7,2,88468.68,19.46,2025-05-20
17107,417,7,2,88734.98,18.37,2025-12-13
17108,26,7,2,1369.73,3.41,2021-10-01
17109,428,7,2,11542.54,29.14,2025-09-09
17110,223,1,2,23545.45,13.04,2024-05-26
17111,80,2,1,78633.87,27.5,2021-10-18
17112,347,4,-1,3666.61,26.76,2022-01-16
17113,24,9,2,99254.37,27.36,2021-11-14
17114,216,3,1,1096.6,6.58,2021-01-27
17115,350,7,2,59073.64,26.16,2022-10-14
17116,266,8,1,71639.48,25.12,2022-07-21
17117,368,6,5,64229.56,3.33,2024-11-12
17118,82,4,5,56947.86,13.93,2025-10-09
17119,228,7,2,88484.28,22.71,2023-09-12
17120,160,6,5,57118.24,15.49,2024-09-03
17121,164,8,1,9755.35,23.12,2023-03-22
17122,119,1,2,,0.17,2023-10-07
17123,337,2,1,89616.62,14.98,2024-10-06
17124,45,7,2,83655.98,23.46,2023-05-17
17125,366,4,5,79015.32,13.27,2023-06-23
17126,348,1,2,37529.78,0.85,2022-12-29
17127,281,2,1,93831.75,21.86,2021-01-10
17128,50,4,5,73265.27,11.67,2021-01-24
17129,374,7,2,30555.68,8.22,2021-02-23
17130,46,1,2,94769.89,18.5,2024-11-12
17131,336,9,2,1381.26,23.98,2023-05-06
17132,33,2,1,99693.79,26.82,2022-07-20
17133,71,8,1,9772.19,12.79,2024-04-15
17134,117,5,5,1440.69,17.83,2023-04-10
17135,434,2,1,62229.72,23.47,2024-09-01
17136,362,7,2,17216.61,16.79,2024-01-17
17137,385,4,5,20012.7,19.92,2021-01-08
17138,193,7,2,31113.11,15.16,2022-01-02
17139,356,2,1,10511.69,5.66,2022-04-21
17140,389,8,1,45445.78,21.32,2024-07-03
17141,418,1,2,66182.9,9.49,2021-03-24
17142,45,6,5,65956.46,24.83,2023-10-20
17143,215,9,2,8055.51,29.04,2021-02-27
17144,196,4,5,24218.11,0.0,2025-06-02
17145,346,2,1,76485.24,4.21,2023-02-02
17146,79,2,1,20842.5,22.26,2025-02-16
17147,275,6,5,65436.95,26.42,2024-11-10
17148,395,6,5,89166.2,23.63,2024-11-16
17149,287,2,1,3052.16,4.14,2023-02-21
17150,108,7,2,26275.41,22.44,2025-01-21
17151,199,5,5,95937.12,15.39,2025-06-19
17152,85,2,1,51687.65,21.14,2023-07-26
17153,119,7,2,22574.48,22.75,2022-07-02
17154,433,4,5,48849.15,11.09,2022-08-02
17155,300,2,1,22837.9,21.58,2023-05-29
17156,180,4,5,21080.33,5.0,2021-09-08
17157,149,7,2,92363.94,17.85,2023-11-26
17158,365,6,5,70686.52,0.17,2025-06-10
17159,328,5,5,24573.16,24.91,2021-12-30
17160,95,2,1,,0.0,2025-02-08
17161,198,8,1,68739.9,15.02,2023-06-25
17162,305,7,2,64522.89,14.98,2024-01-12
17163,34,4,5,55226.8,0.16,2024-10-07
17164,258,9,2,51170.0,11.45,2025-02-05
17165,92,4,5,26751.71,12.4,2022-06-02
17166,177,2,1,11109.17,12.63,2025-03-20
17167,84,2,1,81651.49,6.73,2025-02-02
17168,162,4,5,94654.21,23.32,2022-10-10
17169,287,2,1,69314.22,7.14,2021-06-15
17170,24,2,1,10215.1,11.81,2021-01-11
17171,89,6,5,82249.99,29.93,2025-06-17
17172,16,3,1,34788.84,26.28,2022-03-06
17173,373,7,2,26358.47,9.68,2022-04-27
17174,340,4,5,71953.21,15.28,2024-08-04
17175,288,7,2,67987.07,8.51,2024-03-24
17176,367,1,2,256.24,17.12,2022-11-20
17177,243,3,1,33126.22,0.37,2022-10-29
17178,137,3,1,11694.04,4.76,2021-03-14
17179,329,1,2,73335.31,26.97,2025-04-28
17180,254,8,1,16161.37,27.11,2023-01-27
17181,103,5,5,75133.8,5.11,2021-12-09
17182,373,7,2,15879.76,12.56,2025-11-26
17183,196,8,1,72940.33,23.9,2024-08-17
17184,34,5,5,2897.48,29.56,2022-03-20
17185,194,2,1,78260.89,14.97,2024-01-05
17186,203,7,2,85726.31,9.64,2025-09-24
17187,325,7,2,80541.21,7.8,2022-05-22
17188,14,4,5,78954.45,11.99,2024-07-27
17189,125,4,5,32336.04,29.36,2024-09-20
17190,42,7,2,,4.62,2024-01-08
17191,116,8,1,36045.53,24.17,2023-09-03
17192,247,4,5,64033.38,14.21,2022-11-14
17193,102,5,5,87776.31,3.99,2025-10-09
17194,280,7,2,44470.15,9.02,2025-12-23
17195,87,9,2,87632.73,24.26,2023-06-26
17196,436,8,1,41601.25,18.07,2023-02-10
17197,89,2,1,63875.87,24.91,2021-06-20
17198,95,8,1,16447.34,4.46,2025-03-01
17199,332,4,5,4027.48,11.38,2024-08-30
17200,61,1,2,-500.0,5.5,2025-08-06
17201,255,6,5,49429.47,29.76,2024-08-17
17202,418,1,2,91587.96,23.76,2024-11-10
17203,15,4,5,22651.18,12.54,2025-08-17
17204,64,4,5,36551.77,26.82,2025-07-28
17205,272,7,2,72756.61,22.85,2023-02-22
17206,431,7,2,51642.15,8.39,2025-02-13
17207,143,3,1,81420.36,11.51,2024-04-21
17208,421,7,2,18820.5,11.45,2023-08-26
17209,69,2,1,84022.88,28.89,2025-08-22
17210,178,3,1,52628.46,13.68,2024-08-26
17211,64,6,5,52646.58,8.36,2024-12-26
17212,217,6,5,25487.11,15.79,2022-02-17
17213,332,8,1,47363.71,15.41,2021-06-08
17214,126,4,5,88440.89,23.08,2022-09-19
17215,75,2,1,51778.45,16.67,2021-07-03
17216,156,5,5,17112.51,0.0,2024-05-17
17217,215,7,2,86374.71,7.71,2023-03-02
17218,302,3,-1,36659.69,13.4,2025-02-22
17219,352,4,5,,27.6,2021-07-21
17220,297,5,5,99475.85,14.27,2024-10-22
17221,218,4,5,6025.54,8.88,2023-03-03
17222,349,5,5,79121.31,7.41,2022-06-09
17223,422,9,2,13849.97,25.13,2024-05-28
17224,284,4,5,59616.2,14.51,2021-03-25
17225,382,9,2,37337.23,5.85,2023-05-25
17226,48,5,5,33746.53,16.83,2023-12-30
17227,365,6,5,64370.28,18.16,2025-12-19
17228,384,6,5,46709.02,4.92,2021-02-08
17229,202,3,1,21839.6,22.55,2023-02-28
17230,396,7,2,67874.84,4.25,2021-09-28
17231,371,9,2,7464.64,18.93,2024-05-06
17232,355,4,5,83358.94,4.47,2021-03-04
17233,30,2,1,78123.44,17.46,2022-03-28
17234,172,2,1,59042.04,9.74,2023-09-27
17235,391,2,1,85912.73,11.66,2023-07-08
17236,64,7,2,39433.61,14.47,2022-07-19
17237,416,4,5,85993.79,17.57,2023-08-26
17238,111,7,2,80803.11,19.98,2023-01-11
17239,88,7,2,98817.08,21.82,2021-10-18
17240,313,4,5,87864.94,0.0,2024-03-28
17241,109,1,2,39334.91,0.44,2025-09-08
17242,253,2,1,30325.09,20.8,2023-08-03
17243,281,5,5,97753.05,22.65,2025-01-21
17244,405,2,1,40356.7,23.85,2022-11-09
17245,418,4,5,,6.4,2021-05-23
17246,106,6,5,52950.87,28.35,2025-11-28
17247,37,2,1,5358.98,17.16,2025-09-21
17248,333,6,5,79622.8,26.42,2025-01-23
17249,217,6,5,49154.29,23.87,2023-11-16
17250,50,4,5,91658.79,3.26,2022-04-19
17251,35,5,5,13166.62,7.15,2022-04-23
17252,226,1,2,82099.16,8.75,2024-08-02
17253,287,1,2,15479.52,0.0,2021-02-23
17254,29,3,1,9543.53,21.37,2025-07-12
17255,410,7,2,,14.78,2023-06-08
17256,70,2,1,39177.71,19.87,2024-08-06
17257,77,2,1,,20.76,2025-03-08
17258,185,8,1,65857.09,10.33,2023-07-24
17259,343,5,5,89477.84,21.83,2021-04-24
17260,248,4,5,1689.76,24.74,2025-12-07
17261,436,5,5,525.72,4.93,2022-04-01
17262,181,7,2,28186.82,25.47,2024-07-13
17263,384,4,5,38889.61,2.35,2023-05-30
17264,194,8,1,31780.37,0.0,2025-12-04
17265,330,8,1,18019.1,24.06,2021-12-14
17266,137,7,2,38628.83,29.54,2023-06-25
17267,131,4,5,65572.79,20.27,2023-03-11
17268,133,4,5,-500.0,14.22,2021-07-12
17269,160,5,5,42747.56,21.36,2025-02-05
17270,418,7,2,12100.12,5.8,2024-01-28
17271,13,2,1,84960.15,11.15,2024-06-12
17272,218,7,2,9420.75,18.2,2023-01-08
17273,111,8,1,67803.69,13.96,2021-09-17
17274,351,4,5,57923.68,28.21,2022-07-27
17275,163,7,2,,26.02,2023-10-08
17276,94,4,5,16570.0,14.43,2025-09-25
17277,95,7,2,55256.67,28.47,2025-01-01
17278,85,2,1,63474.92,10.16,2025-09-20
17279,336,3,1,3052.02,4.76,2024-07-06
17280,376,7,2,39000.07,22.36,2023-08-20
17281,121,6,5,97577.39,13.5,2021-02-18
17282,156,2,1,69230.25,23.2,2023-03-27
17283,71,7,2,55750.38,10.54,2021-08-30
17284,190,7,2,,14.69,2024-04-05
17285,326,7,2,34523.69,21.32,2024-03-07
17286,172,7,2,32310.26,27.15,2024-02-02
17287,276,4,5,-500.0,6.4,2022-03-25
17288,49,4,5,44884.2,2.19,2025-01-12
17289,182,2,1,23302.09,25.27,2024-10-07
17290,2,1,2,29839.89,0.0,2021-09-24
17291,288,7,2,1933.12,8.03,2024-01-10
17292,210,4,5,86945.4,5.17,2025-06-03
17293,229,7,2,94119.35,21.03,2023-04-23
17294,177,7,2,66216.86,20.86,2024-01-21
17295,334,2,1,27274.35,21.5,2022-04-07
17296,350,8,1,1646.61,16.86,2025-01-18
17297,40,2,1,68674.18,25.89,2025-05-21
17298,158,1,2,40810.92,7.14,2024-02-28
17299,247,7,2,71982.67,23.74,2021-12-19
17300,194,2,1,52624.63,24.07,2021-11-10
17301,51,2,1,26882.77,21.49,2024-05-26
17302,75,2,1,28750.5,13.6,2022-04-24
17303,145,2,1,,0.45,2023-05-22
17304,210,7,2,21158.95,21.83,2024-03-02
17305,62,4,5,11161.16,1.97,2021-10-08
17306,141,2,1,10549.46,28.77,2025-01-24
17307,321,2,1,35567.02,14.57,2023-05-30
17308,90,9,2,26418.19,0.09,2024-03-29
17309,130,4,5,61048.12,6.17,2025-08-21
17310,277,2,1,,5.75,2023-08-18
17311,154,2,1,98036.05,29.69,2025-09-18
17312,222,2,1,5661.04,10.15,2021-11-08
17313,141,7,2,60962.09,28.55,2023-05-09
17314,138,2,1,96665.72,7.23,2022-09-16
17315,268,8,1,32924.79,27.19,2021-07-19
17316,213,6,5,20769.48,4.0,2022-01-09
17317,304,4,5,31804.36,6.21,2023-02-12
17318,416,5,5,40457.73,18.28,2023-06-28
17319,224,9,2,94052.93,29.64,2022-10-15
17320,75,4,5,8767.17,28.11,2023-03-31
17321,375,6,5,33488.11,14.07,2021-08-02
17322,295,2,1,35684.54,7.46,2022-04-03
17323,88,4,5,40406.0,0.0,2025-11-05
17324,201,2,1,98206.95,17.52,2024-01-28
17325,176,3,1,89844.18,23.37,2022-09-26
17326,431,6,5,14135.69,29.06,2025-12-04
17327,231,7,2,93381.2,21.75,2025-12-08
17328,402,3,1,15843.32,11.7,2024-04-24
17329,128,4,5,20672.94,10.96,2023-06-23
17330,6,1,2,43244.57,8.15,2021-12-04
17331,336,2,1,14029.0,28.72,2022-02-09
17332,373,2,1,13005.34,28.62,2025-11-07
17333,77,7,2,97062.89,17.93,2023-11-07
17334,431,7,2,84646.35,22.06,2024-04-07
17335,311,7,2,23501.75,20.79,2023-09-30
17336,108,4,5,88409.34,14.39,2021-09-09
17337,137,4,5,46501.95,28.44,2021-10-01
17338,436,2,1,41832.3,2.6,2022-01-03
17339,203,4,5,,0.0,2021-03-23
17340,111,4,5,28388.86,5.85,2021-05-21
17341,94,7,2,2565.67,7.11,2025-05-28
17342,411,7,2,73180.73,11.84,2022-05-21
17343,66,4,5,85223.98,23.96,2025-04-11
17344,430,1,2,27918.53,28.08,2021-04-26
17345,419,4,5,-500.0,13.61,2024-07-22
17346,28,2,1,83596.14,15.68,2022-04-05
17347,173,3,1,63677.65,16.82,2023-03-12
17348,234,2,1,19935.85,10.43,2021-05-16
17349,31,7,2,59415.04,6.71,2025-07-18
17350,302,2,1,94632.6,24.93,2024-02-29
17351,190,1,2,33700.47,22.48,2021-11-24
17352,387,6,5,93757.7,6.53,2023-01-13
17353,278,5,5,92050.27,28.14,2022-05-08
17354,130,2,1,93231.72,17.92,2023-01-01
17355,389,4,5,62712.27,18.45,2023-08-25
17356,143,2,1,,15.59,2022-02-22
17357,152,4,5,,21.16,2024-10-27
17358,355,4,5,47867.12,24.37,2025-09-14
17359,301,5,5,79553.01,0.0,2024-04-21
17360,84,1,2,96435.38,25.82,2025-10-31
17361,67,2,1,1510.78,24.79,2021-09-29
17362,191,6,5,5014.9,15.4,2023-03-26
17363,337,2,1,19766.49,29.13,2024-03-06
17364,345,2,1,,22.32,2023-05-01
17365,76,7,2,1297.46,25.09,2025-12-09
17366,327,9,2,34838.27,16.71,2024-04-03
17367,298,6,5,33187.24,4.26,2021-09-16
17368,212,5,5,59180.14,28.46,2022-04-17
17369,278,4,5,78259.36,22.15,2024-01-09
17370,35,8,1,35856.13,27.88,2021-01-13
17371,300,2,1,93160.7,5.11,2022-06-06
17372,189,1,2,81552.33,25.53,2024-11-19
17373,300,2,1,60393.24,0.0,2022-12-25
17374,308,7,2,23275.1,15.94,2022-05-26
17375,208,1,2,5845.78,0.0,2021-02-12
17376,155,2,1,46171.96,29.59,2021-10-14
17377,374,7,2,96332.6,16.29,2025-09-12
17378,128,9,2,33016.43,0.0,2021-05-28
17379,32,9,2,-500.0,0.0,2023-06-06
17380,148,1,2,63628.39,18.75,2022-06-24
17381,327,9,2,33650.29,23.61,2021-12-18
17382,150,4,5,37835.55,27.21,2021-03-08
17383,91,4,5,27104.32,3.22,2024-09-26
17384,427,4,5,5031.95,20.1,2024-01-31
17385,73,7,2,85436.19,27.2,2025-07-02
17386,440,4,5,68220.06,0.48,2025-06-30
17387,317,8,1,,15.91,2023-01-06
17388,78,4,5,12461.9,22.98,2021-05-16
17389,370,6,5,45138.98,25.63,2025-11-08
17390,129,5,5,70313.04,26.94,2021-11-25
17391,232,2,1,53756.07,21.28,2022-01-04
17392,108,6,5,32271.4,27.44,2021-10-08
17393,408,2,1,1624.32,8.34,2021-12-19
17394,61,5,5,26350.64,10.86,2024-09-04
17395,281,5,5,51693.68,25.62,2022-12-04
17396,198,6,5,8845.75,0.0,2024-06-19
17397,150,4,5,66159.93,17.72,2023-01-09
17398,388,6,5,56688.13,20.43,2022-11-07
17399,254,2,1,86360.02,18.99,2023-05-13
17400,37,1,2,85065.65,20.18,2023-03-16
17401,91,7,2,87661.37,26.01,2025-03-10
17402,208,8,1,56656.89,1.09,2021-11-04
17403,124,2,1,38663.19,0.68,2021-07-24
17404,260,4,5,13683.95,0.0,2022-05-08
17405,238,1,2,98235.42,27.12,2023-08-26
17406,331,1,2,24798.08,13.34,2024-06-08
17407,141,3,1,52111.79,4.0,2023-12-17
17408,408,9,2,79566.54,22.45,2023-11-08
17409,210,4,5,86471.61,29.9,2022-08-24
17410,93,1,-1,96700.68,23.08,2024-08-15
17411,400,7,2,33072.57,1.81,2022-05-19
17412,286,1,2,37198.95,12.43,2024-08-17
17413,228,4,5,94686.94,1.22,2021-12-02
17414,70,9,2,17528.42,6.87,2024-12-05
17415,426,4,5,,29.06,2021-03-06
17416,233,4,5,59824.41,5.77,2022-02-14
17417,259,1,2,,21.57,2025-11-27
17418,415,4,5,16747.05,9.45,2021-04-23
17419,391,7,2,,20.39,2022-11-20
17420,350,6,5,6251.31,28.94,2024-09-30
17421,424,4,5,85569.72,0.0,2025-06-19
17422,91,4,5,39079.48,14.54,2024-12-25
17423,82,7,2,15323.92,5.94,2021-09-06
17424,290,3,-1,75683.2,25.98,2021-09-22
17425,318,7,2,32077.11,0.0,2022-12-12
17426,33,7,2,9048.61,27.34,2025-12-16
17427,321,2,1,72181.31,27.25,2024-03-07
17428,408,4,5,61759.03,25.72,2022-09-12
17429,150,3,1,74436.23,8.83,2025-05-20
17430,99,7,2,49025.96,0.7,2025-10-24
17431,119,7,2,46814.87,23.54,2024-09-22
17432,365,4,5,24467.03,22.54,2024-01-26
17433,406,7,2,73246.46,16.2,2025-04-25
17434,141,7,2,45816.97,28.36,2023-10-19
17435,424,3,1,49155.79,23.85,2023-08-08
17436,349,7,2,53807.15,13.73,2021-12-08
17437,28,9,2,87373.17,27.25,2025-08-10
17438,34,6,5,34853.92,10.67,2023-02-01
17439,245,5,5,83693.41,5.98,2021-07-27
17440,270,2,1,65424.29,14.91,2025-05-27
17441,132,7,2,92120.15,23.93,2024-05-09
17442,389,9,2,85688.09,1.66,2022-12-24
17443,43,8,1,5949.86,16.56,2023-04-07
17444,379,7,2,38864.4,7.35,2025-02-18
17445,263,4,5,59305.19,17.41,2022-05-30
17446,404,2,1,93982.94,8.32,2025-02-10
17447,58,2,1,65217.63,14.4,2023-07-14
17448,241,3,1,21517.74,22.68,2023-12-30
17449,194,2,1,17225.91,25.85,2022-03-31
17450,157,7,2,49613.39,7.61,2021-10-02
17451,75,2,1,41364.14,17.78,2022-11-11
17452,74,8,1,30226.65,4.04,2021-10-25
17453,132,9,2,26646.87,0.0,2024-06-10
17454,101,3,1,52082.68,14.16,2024-08-12
17455,277,1,2,90857.99,5.94,2022-08-18
17456,232,7,2,61256.51,21.81,2025-08-06
17457,224,7,2,86751.69,11.71,2024-11-14
17458,216,7,2,60239.03,24.31,2024-07-21
17459,440,7,2,53629.61,12.29,2025-09-04
17460,348,7,2,16933.4,0.0,2021-05-13
17461,5,1,2,31389.01,11.79,2021-11-28
17462,101,8,1,,4.51,2024-10-12
17463,302,4,5,12121.54,4.2,2021-12-31
17464,33,4,5,31369.18,27.86,2021-08-13
17465,112,1,2,93079.25,8.13,2025-11-26
17466,13,7,2,54783.85,5.31,2024-08-25
17467,12,2,1,6745.56,0.0,2023-08-02
17468,343,4,5,90989.52,23.35,2022-03-26
17469,180,2,1,40979.87,17.93,2022-04-21
17470,258,2,1,93706.83,9.73,2021-04-03
17471,295,7,2,63683.25,16.62,2021-04-25
17472,122,5,5,58725.23,23.67,2024-06-21
17473,94,9,2,71728.97,26.29,2023-12-24
17474,143,7,2,97231.63,27.46,2021-12-01
17475,201,7,2,20400.43,21.51,2021-06-14
17476,28,2,1,71424.34,19.35,2025-11-09
17477,95,4,5,45398.3,12.7,2024-11-04
17478,9,2,-1,53296.17,27.47,2025-11-09
17479,74,2,1,6865.71,3.18,2025-07-28
17480,190,2,1,55642.24,29.45,2021-02-20
17481,309,7,2,25083.06,7.77,2021-02-13
17482,52,8,1,90500.39,23.12,2023-12-19
17483,319,2,1,25196.02,9.8,2022-04-13
17484,387,2,1,3177.75,19.78,2024-03-25
17485,409,5,5,6366.63,16.79,2022-07-02
17486,57,2,1,54077.84,8.75,2024-09-23
17487,74,4,5,3434.37,20.34,2024-10-06
17488,77,3,1,20195.87,25.13,2021-01-16
17489,24,7,2,33712.1,14.97,2025-02-23
17490,432,5,5,26065.06,20.39,2024-12-22
17491,5,6,5,69424.39,5.77,2021-06-07
17492,392,3,1,89683.2,0.34,2022-02-16
17493,303,6,5,45500.22,0.0,2025-03-01
17494,163,7,2,53633.33,22.91,2023-05-25
17495,432,2,1,60682.63,7.94,2022-02-14
17496,209,7,2,,3.49,2024-05-08
17497,123,4,5,84451.98,7.72,2023-04-08
17498,279,4,5,71512.49,27.41,2025-08-14
17499,164,8,1,7707.89,0.0,2022-05-18
17500,203,7,2,,8.85,2025-06-25
17501,357,3,1,55096.54,3.71,2024-01-21
17502,10,6,5,7741.4,25.29,2021-06-18
17503,357,8,1,64232.73,7.89,2023-07-17
17504,411,7,2,97728.72,0.0,2023-09-18
17505,60,8,1,56376.66,22.41,2023-08-02
17506,366,7,2,8420.11,3.78,2025-02-14
17507,416,4,5,55389.69,8.35,2021-03-08
17508,20,3,1,89282.48,10.07,2025-02-04
17509,70,6,5,49021.92,20.68,2022-02-19
17510,170,7,2,41425.46,3.32,2021-12-04
17511,51,6,5,86344.67,17.38,2024-04-27
17512,402,3,1,78027.24,0.0,2021-12-28
17513,79,7,2,13610.42,13.63,2022-03-31
17514,12,9,2,90086.71,24.09,2021-08-07
17515,268,7,2,-500.0,18.09,2024-05-13
17516,28,2,1,62334.1,15.95,2025-10-06
17517,127,3,1,91608.24,6.03,2025-01-31
17518,102,2,1,39374.9,20.11,2025-07-08
17519,420,5,5,21038.11,12.77,2024-02-14
17520,370,2,1,89197.06,26.19,2021-08-01
17521,168,7,2,68885.66,9.76,2025-05-21
17522,277,4,5,49737.38,14.68,2025-12-31
17523,4,7,2,9109.36,22.6,2021-10-26
17524,164,9,2,71549.22,19.78,2021-02-18
17525,190,7,2,23570.75,20.09,2023-10-18
17526,151,2,1,,3.51,2022-05-10
17527,34,2,1,48027.62,5.92,2023-11-01
17528,93,7,2,84231.48,0.0,2023-11-16
17529,363,7,2,63768.95,27.26,2024-07-07
17530,370,2,1,,24.33,2022-12-13
17531,146,5,5,22728.51,9.12,2021-01-31
17532,196,2,1,47424.87,29.22,2024-04-08
17533,152,7,2,77221.07,6.11,2024-10-15
17534,254,4,5,60444.16,19.17,2025-10-26
17535,45,5,5,44068.22,15.38,2021-08-31
17536,40,9,2,14332.44,7.58,2022-07-01
17537,375,7,2,77227.41,18.5,2025-12-22
17538,360,2,1,18508.2,2.36,2021-11-15
17539,89,6,5,68705.92,20.81,2022-10-17
17540,289,7,2,67294.18,11.2,2021-03-11
17541,98,6,5,93504.83,1.57,2023-06-17
17542,32,9,2,75881.84,15.03,2022-01-12
17543,301,7,2,98963.97,25.77,2025-12-30
17544,117,4,5,53321.68,5.23,2025-01-21
17545,191,9,2,3849.98,13.79,2021-10-24
17546,304,9,2,19978.8,5.81,2022-05-11
17547,198,4,5,77071.17,10.28,2024-08-21
17548,35,9,2,,11.5,2022-08-04
17549,78,2,1,28854.27,6.64,2024-05-09
17550,310,3,1,81510.65,20.01,2024-07-03
17551,198,5,5,29204.2,4.76,2023-06-20
17552,438,2,1,61851.43,2.94,2025-11-10
17553,168,7,2,6944.75,16.46,2022-02-19
17554,322,6,5,67016.18,9.33,2024-02-01
17555,433,6,5,38584.67,26.77,2023-12-03
17556,186,2,1,82975.62,0.0,2022-05-12
17557,433,7,2,38413.08,0.0,2025-08-10
17558,374,2,1,83469.04,15.88,2022-04-02
17559,215,2,1,89253.42,11.16,2023-02-07
17560,187,6,5,71914.35,19.96,2023-10-05
17561,105,4,5,14097.85,4.58,2021-08-06
17562,106,4,5,79292.66,25.09,2021-08-15
17563,27,2,1,59911.04,5.78,2025-01-03
17564,202,9,2,59512.76,29.89,2023-08-14
17565,356,3,-1,696.18,24.09,2022-11-24
17566,84,7,2,55306.38,18.0,2023-03-29
17567,379,8,1,61023.91,28.68,2024-09-15
